%randomly generated instance
%vessels
3
100	25000	0.23
200	30000	0.28
300	35000	0.33
%ports
40
1	ContinentalPort	CP	0	0
2	Port2	RP	6	56
3	Port3	RP	40	55
4	Port4	RP	12	12
5	Port5	RP	13	18
6	Port6	RP	4	39
7	Port7	RP	46	7
8	Port8	RP	7	1
9	Port9	RP	3	27
10	Port10	RP	5	20
11	Port11	RP	25	25
12	Port12	RP	26	51
13	Port13	RP	2	19
14	Port14	RP	82	16
15	Port15	RP	13	34
16	Port16	RP	31	33
17	Port17	RP	81	7
18	Port18	RP	60	23
19	Port19	RP	0	59
20	Port20	RP	55	17
21	Port21	RP	24	51
22	Port22	RP	11	38
23	Port23	RP	41	34
24	Port24	RP	2	1
25	Port25	RP	2	5
26	Port26	RP	3	9
27	Port27	RP	27	16
28	Port28	RP	37	22
29	Port29	RP	20	5
30	Port30	RP	22	19
31	Port31	RP	8	4
32	Port32	RP	13	66
33	Port33	RP	68	11
34	Port34	RP	12	53
35	Port35	RP	15	39
36	Port36	RP	52	34
37	Port37	RP	5	17
38	Port38	RP	23	5
39	Port39	RP	0	11
40	Port40	RP	24	15
%distance table
0.000	199.313	149.590	287.216	539.505	772.080	825.283	752.686	734.185	767.403	1036.416	1074.898	1041.957	1150.848	1510.061	1618.839	1587.129	1549.978	1499.302	1527.941	1606.635	1595.203	1583.542	507.770	606.663	1223.218	1219.684	1186.940	1228.027	1263.491	1355.114	1382.131	1419.041	1473.818	1313.674	1241.594	1227.438	341.961	314.245	368.125
199.313	0.000	85.930	90.180	362.930	613.202	653.475	591.264	581.498	612.546	895.996	925.884	904.473	1024.979	1395.349	1506.580	1475.410	1441.265	1389.090	1448.307	1529.937	1523.011	1518.625	679.754	771.680	1300.579	1255.845	1222.927	1286.201	1321.045	1353.418	1359.928	1393.313	1445.768	1338.086	1327.680	1329.752	170.879	143.532	183.117
149.590	85.930	0.000	153.055	389.959	624.769	676.000	604.809	588.214	621.002	895.097	930.852	901.693	1015.370	1380.160	1490.234	1458.731	1422.944	1371.476	1415.821	1496.277	1487.351	1479.837	598.608	688.644	1219.795	1183.232	1150.278	1208.836	1243.866	1291.357	1304.530	1339.209	1392.592	1268.589	1245.613	1245.689	192.656	165.229	221.200
287.216	90.180	153.055	0.000	279.006	534.351	569.024	511.510	505.796	535.485	822.815	849.005	832.471	957.116	1330.380	1442.233	1411.385	1378.593	1325.994	1397.846	1480.374	1475.406	1474.175	749.837	837.625	1321.387	1258.178	1225.460	1298.315	1332.616	1337.889	1335.167	1366.762	1417.866	1334.450	1352.332	1361.947	102.699	82.746	99.531
539.505	362.930	389.959	279.006	0.000	259.256	290.566	235.275	237.874	263.681	554.392	574.480	566.172	697.749	1073.724	1186.161	1156.125	1126.298	1073.188	1173.287	1257.094	1257.018	1263.760	916.688	986.576	1305.257	1186.650	1155.630	1255.679	1287.268	1210.368	1180.891	1206.678	1252.926	1242.487	1347.474	1380.976	197.852	225.947	180.239
772.080	613.202	624.769	534.351	259.256	0.000	95.223	25.326	48.351	22.628	297.408	315.347	310.805	446.961	821.929	934.254	904.920	877.446	824.283	948.203	1032.006	1036.477	1050.656	1070.996	1123.148	1281.134	1114.581	1086.740	1208.480	1236.122	1081.483	1025.954	1044.963	1084.905	1147.819	1332.248	1386.686	442.592	470.490	434.836
825.283	653.475	676.000	569.024	290.566	95.223	0.000	94.921	141.293	116.919	313.676	310.074	331.279	471.232	837.726	948.855	920.937	897.309	844.599	990.666	1073.750	1081.332	1100.063	1152.169	1207.977	1375.246	1204.851	1177.475	1301.081	1328.314	1162.070	1100.013	1116.785	1154.355	1234.776	1426.749	1481.797	486.492	514.766	470.745
752.686	591.264	604.809	511.510	235.275	25.326	94.921	0.000	49.143	40.838	322.537	339.226	336.062	472.285	847.239	959.558	930.235	902.770	849.607	972.619	1056.453	1060.661	1074.379	1060.745	1114.835	1288.940	1126.559	1098.367	1218.324	1246.383	1098.538	1045.177	1064.780	1105.287	1161.928	1339.297	1391.826	420.952	448.975	411.980
734.185	581.498	588.214	505.796	237.874	48.351	141.293	49.143	0.000	34.252	317.784	344.422	328.747	460.028	836.038	948.485	918.562	889.274	836.120	947.508	1031.453	1034.098	1045.519	1023.605	1075.117	1239.820	1078.542	1050.193	1169.525	1197.696	1054.606	1004.345	1024.981	1066.558	1115.183	1290.154	1342.845	410.641	438.067	406.785
767.403	612.546	621.002	535.485	263.681	22.628	116.919	40.838	34.252	0.000	290.747	313.612	302.949	437.057	812.762	925.180	895.571	867.284	814.105	933.134	1017.010	1020.848	1034.114	1056.952	1107.675	1258.806	1091.956	1064.112	1185.917	1213.532	1059.660	1005.048	1024.398	1064.708	1125.347	1310.045	1364.890	441.681	469.315	436.166
1036.416	895.996	895.097	822.815	554.392	297.408	313.676	322.537	317.784	290.747	0.000	70.414	21.081	158.069	526.590	638.545	609.807	584.543	531.634	684.521	766.454	776.935	800.903	1254.012	1286.661	1264.074	1049.634	1027.576	1168.051	1189.446	945.887	858.422	866.995	896.243	1052.565	1323.044	1399.066	725.736	752.545	724.179
1074.898	925.884	930.852	849.005	574.480	315.347	310.074	339.226	344.422	313.612	70.414	0.000	86.357	189.002	531.489	641.355	614.349	593.596	541.754	716.659	796.734	810.193	838.324	1312.130	1347.626	1334.248	1118.336	1096.615	1237.663	1258.790	1008.795	917.182	923.844	950.780	1119.209	1393.324	1469.479	755.010	782.484	749.602
1041.957	904.473	901.693	832.471	566.172	310.805	331.279	336.062	328.747	302.949	21.081	86.357	0.000	139.958	511.540	623.731	594.669	568.516	515.490	664.655	746.770	756.901	780.449	1251.056	1282.079	1248.324	1032.042	1010.267	1151.348	1172.436	925.926	837.774	846.162	875.264	1033.784	1307.597	1384.613	734.605	761.173	734.184
