%randomly generated instance
%vessels
3
100	25000	0.23
200	30000	0.28
300	35000	0.33
%ports
60
1	ContinentalPort	CP	0	0
2	Port2	RP	48	35
3	Port3	RP	3	49
4	Port4	RP	60	22
5	Port5	RP	24	18
6	Port6	RP	62	29
7	Port7	RP	41	16
8	Port8	RP	38	12
9	Port9	RP	22	23
10	Port10	RP	2	1
11	Port11	RP	5	2
12	Port12	RP	2	50
13	Port13	RP	44	52
14	Port14	RP	57	29
15	Port15	RP	5	3
16	Port16	RP	21	9
17	Port17	RP	2	39
18	Port18	RP	57	20
19	Port19	RP	21	64
20	Port20	RP	68	9
21	Port21	RP	95	5
22	Port22	RP	38	28
23	Port23	RP	65	30
24	Port24	RP	63	5
25	Port25	RP	14	3
26	Port26	RP	33	26
27	Port27	RP	17	29
28	Port28	RP	7	2
29	Port29	RP	5	71
30	Port30	RP	57	37
31	Port31	RP	25	5
32	Port32	RP	5	44
33	Port33	RP	23	10
34	Port34	RP	9	17
35	Port35	RP	2	3
36	Port36	RP	46	6
37	Port37	RP	12	2
38	Port38	RP	3	28
39	Port39	RP	0	3
40	Port40	RP	26	54
41	Port41	RP	0	19
42	Port42	RP	4	3
43	Port43	RP	0	13
44	Port44	RP	23	3
45	Port45	RP	0	45
46	Port46	RP	0	4
47	Port47	RP	58	2
48	Port48	RP	7	77
49	Port49	RP	5	83
50	Port50	RP	30	32
51	Port51	RP	3	21
52	Port52	RP	22	50
53	Port53	RP	2	24
54	Port54	RP	11	88
55	Port55	RP	3	3
56	Port56	RP	20	53
57	Port57	RP	9	6
58	Port58	RP	10	11
59	Port59	RP	0	17
60	Port60	RP	44	27
%distance table
0.000	225.125	328.033	527.539	832.421	2185.485	1749.834	1624.242	1713.520	1968.795	2160.292	2259.269	1851.799	1682.039	1650.461	1847.750	1791.519	872.070	1215.592	1044.549	1138.779	1049.918	1868.861	2079.275	2022.864	2222.073	2357.276	2232.860	1931.608	1088.399	1063.295	968.302	1043.203	1108.746	478.614	449.179	469.203	498.483	459.112	437.307	460.280	433.476	467.277	550.254	552.977	472.402	411.283	2198.556	2091.444	2047.318	2102.918	2136.353	2202.352	2226.761	2122.547	2020.313	1874.716	1819.274	1738.392	1614.475
225.125	0.000	114.974	325.658	624.586	2015.495	1572.513	1453.196	1557.534	1790.402	1985.209	2085.465	1640.672	1461.411	1427.763	1627.784	1576.680	946.969	1270.757	1121.321	1222.711	1105.178	1882.492	2088.642	2010.805	2196.018	2327.501	2198.870	1927.396	940.050	955.142	844.822	909.432	984.748	437.237	442.521	495.593	530.660	511.944	500.112	463.255	429.714	423.498	485.286	440.328	348.876	378.226	2095.988	2000.988	1946.111	1997.472	2041.381	2101.702	2113.908	2010.044	1927.811	1785.882	1716.270	1644.844	1532.097
328.033	114.974	0.000	210.753	510.415	1989.682	1542.621	1429.278	1544.653	1758.546	1955.376	2056.345	1575.906	1382.090	1343.761	1549.386	1506.935	1046.638	1362.699	1220.204	1322.857	1198.273	1957.344	2161.143	2074.904	2253.435	2382.849	2252.716	1995.055	939.383	980.629	863.104	919.582	999.953	513.493	530.542	590.820	626.251	613.070	603.665	553.212	519.291	499.696	548.812	482.000	392.081	461.512	2115.073	2027.303	1966.619	2015.296	2065.011	2121.867	2126.868	2023.637	1953.323	1814.134	1736.933	1671.317	1565.437
527.539	325.658	210.753	0.000	305.016	1968.100	1518.213	1417.989	1552.184	1727.687	1926.459	2027.938	1481.423	1258.706	1210.395	1426.209	1402.774	1239.736	1543.791	1411.507	1515.503	1381.816	2110.106	2309.387	2210.009	2376.832	2502.278	2370.213	2136.252	982.723	1066.612	941.264	982.195	1068.442	686.632	715.948	782.712	818.006	810.956	804.162	740.146	706.622	673.318	705.603	615.674	535.834	644.120	2174.143	2099.568	2029.282	2072.891	2132.357	2182.779	2175.076	2073.732	2024.761	1891.436	1801.930	1746.964	1653.829
832.421	624.586	510.415	305.016	0.000	1887.546	1445.154	1367.698	1524.389	1639.130	1836.189	1936.446	1307.085	1048.444	986.828	1211.771	1216.510	1490.873	1770.945	1657.501	1762.838	1615.107	2284.968	2475.070	2356.050	2502.934	2620.972	2487.326	2292.614	1034.786	1171.362	1043.608	1060.678	1149.229	924.380	967.367	1040.600	1074.749	1076.974	1074.459	992.651	960.850	912.347	923.057	814.515	753.785	895.192	2206.740	2152.760	2069.627	2105.040	2177.777	2217.939	2191.767	2094.914	2078.039	1955.843	1850.335	1812.117	1739.738
2185.485	2015.495	1989.682	1968.100	1887.546	0.000	449.901	562.390	494.479	250.111	78.525	91.154	771.997	1064.368	1152.145	1012.249	873.297	1960.011	1898.753	1988.707	2046.143	1880.863	1769.883	1814.864	1608.916	1560.813	1587.425	1492.107	1644.897	1105.840	1207.576	1254.443	1168.779	1129.477	1771.185	1834.374	1877.494	1877.637	1931.096	1956.455	1842.538	1847.044	1776.369	1690.644	1644.260	1715.701	1826.701	808.818	910.667	799.009	761.265	873.520	829.867	705.953	689.954	882.217	915.568	800.959	897.516	1013.952
1749.834	1572.513	1542.621	1518.213	1445.154	449.901	0.000	141.291	234.168	219.021	412.934	513.735	530.702	746.297	824.636	759.501	598.837	1619.982	1622.990	1677.764	1750.025	1573.036	1655.528	1750.943	1555.777	1574.096	1637.710	1519.605	1561.232	692.005	835.664	854.616	767.166	747.618	1356.776	1423.255	1473.605	1478.051	1529.385	1553.243	1434.122	1434.792	1360.498	1277.474	1219.098	1284.749	1407.870	947.117	979.099	863.577	861.066	969.250	965.457	882.293	814.155	921.408	880.854	741.241	794.327	854.338
1624.242	1453.196	1429.278	1417.989	1367.698	562.390	141.291	0.000	182.289	352.328	536.803	635.100	611.488	780.009	849.972	821.524	661.495	1478.979	1487.575	1538.466	1611.975	1434.179	1550.494	1657.216	1467.000	1502.999	1576.191	1453.355	1464.608	555.122	694.375	715.329	627.911	606.463	1221.593	1287.278	1336.085	1339.762	1391.517	1415.677	1297.511	1299.119	1225.745	1141.839	1087.491	1156.031	1274.107	930.836	939.563	828.689	837.352	938.609	947.448	881.400	801.074	875.552	814.376	675.088	711.467	752.441
1713.520	1557.534	1544.653	1552.184	1524.389	494.479	234.168	182.289	0.000	357.624	494.709	580.327	762.353	955.760	1028.270	985.276	824.252	1472.246	1438.067	1511.467	1575.788	1404.498	1426.153	1517.569	1321.787	1341.672	1408.426	1288.528	1328.649	625.406	713.134	764.556	680.519	636.170	1283.909	1345.344	1385.861	1384.958	1438.784	1464.461	1352.438	1358.445	1289.816	1203.164	1164.821	1241.213	1341.560	748.555	760.928	648.547	655.404	757.781	765.215	700.395	618.869	698.952	648.868	508.979	560.236	625.675
1968.795	1790.402	1758.546	1727.687	1639.130	250.111	219.021	352.328	357.624	0.000	198.859	300.304	559.572	834.250	920.297	802.906	653.052	1815.878	1794.926	1863.409	1930.385	1757.102	1759.078	1832.430	1630.582	1618.072	1664.738	1556.257	1650.087	907.419	1038.911	1066.921	979.600	953.655	1573.605	1639.511	1688.358	1691.791	1743.702	1767.937	1649.830	1651.284	1577.599	1493.980	1437.504	1503.684	1625.509	919.521	986.401	868.938	849.209	963.038	939.742	833.953	788.483	941.081	934.815	801.984	878.225	966.815
