%randomly generated instance
%vessels
3
100	25000	0.23
200	30000	0.28
300	35000	0.33
%ports
30
1	ContinentalPort	CP	0	0
2	Port2	RP	21	27
3	Port3	RP	43	44
4	Port4	RP	77	20
5	Port5	RP	3	10
6	Port6	RP	14	11
7	Port7	RP	5	15
8	Port8	RP	31	62
9	Port9	RP	11	3
10	Port10	RP	48	16
11	Port11	RP	13	83
12	Port12	RP	34	15
13	Port13	RP	15	14
14	Port14	RP	27	36
15	Port15	RP	10	7
16	Port16	RP	48	20
17	Port17	RP	0	5
18	Port18	RP	11	4
19	Port19	RP	55	26
20	Port20	RP	3	6
21	Port21	RP	3	20
22	Port22	RP	13	21
23	Port23	RP	10	85
24	Port24	RP	21	5
25	Port25	RP	9	9
26	Port26	RP	85	3
27	Port27	RP	17	79
28	Port28	RP	0	18
29	Port29	RP	38	21
30	Port30	RP	18	4
%distance table
0.000	1012.028	1125.584	959.116	1057.668	744.403	1016.877	1044.221	1724.497	1445.123	1799.313	2073.977	1478.939	1398.179	1124.302	914.624	877.685	817.514	1127.924	1082.873	1111.833	1015.142	1079.457	1083.568	1831.009	1795.077	1796.217	1961.552	1348.435	1408.643
1012.028	0.000	310.045	526.238	777.841	838.182	1106.958	1580.184	1727.510	1876.072	2247.140	2549.111	2135.818	1527.568	1551.626	1250.019	696.215	509.838	158.882	215.243	282.235	404.707	847.152	954.271	1892.115	1954.727	2074.214	2339.775	1670.473	2128.263
1125.584	310.045	0.000	322.604	542.283	719.297	920.771	1465.567	1469.538	1711.342	2071.135	2371.479	2026.147	1307.371	1407.792	1113.414	525.560	391.757	190.629	511.189	576.068	178.123	611.590	729.625	1639.407	1719.995	1861.699	2142.766	1488.836	2040.280
959.116	526.238	322.604	0.000	252.640	407.373	601.832	1145.530	1202.900	1390.399	1752.797	2053.867	1705.565	1005.730	1085.196	791.600	203.677	142.128	480.644	740.201	806.866	145.250	321.282	428.914	1366.275	1429.642	1556.717	1831.038	1170.862	1723.724
1057.668	777.841	542.283	252.640	0.000	351.997	398.716	992.376	950.301	1186.040	1537.056	1835.641	1541.816	765.213	905.549	634.780	181.944	330.803	719.153	992.344	1059.111	380.938	70.074	187.750	1114.279	1182.381	1319.420	1601.753	955.981	1578.446
744.403	838.182	719.297	407.373	351.997	0.000	324.856	750.901	1046.643	1040.609	1414.333	1715.862	1311.346	764.077	713.446	411.838	214.818	338.140	846.463	1029.961	1091.133	543.180	351.555	339.227	1183.111	1197.823	1275.468	1520.085	846.692	1321.102
1016.877	1106.958	920.771	601.832	398.716	324.856	0.000	608.211	725.781	791.485	1151.009	1452.038	1146.952	441.213	508.425	265.568	411.186	599.175	1081.519	1312.032	1376.283	746.368	342.166	230.809	858.488	876.246	970.164	1233.267	569.043	1192.016
1044.221	1580.184	1465.567	1145.530	992.376	750.901	608.211	0.000	929.599	404.255	756.716	1040.446	560.784	608.057	161.454	358.485	942.009	1088.968	1597.254	1759.048	1815.927	1287.689	944.287	838.606	958.535	854.672	786.202	918.305	386.300	586.104
1724.497	1727.510	1469.538	1202.900	950.301	1046.643	725.781	929.599	0.000	735.385	896.501	1132.741	1213.763	341.349	769.115	826.872	1067.298	1258.176	1656.466	1942.363	2009.206	1325.819	881.865	784.767	174.818	319.438	546.289	849.192	563.014	1333.713
1445.123	1876.072	1711.342	1390.399	1186.040	1040.609	791.485	404.255	735.385	0.000	376.091	676.023	479.057	524.755	339.509	632.924	1192.468	1367.654	1866.539	2070.567	2131.604	1535.563	1123.678	1003.944	693.723	541.186	404.994	516.876	241.469	600.258
1799.313	2247.140	2071.135	1752.797	1537.056	1414.333	1151.009	756.716	896.501	376.091	0.000	301.978	517.641	811.150	714.847	1008.604	1558.361	1737.680	2231.759	2443.870	2505.422	1897.368	1471.677	1350.998	783.520	600.081	365.818	203.827	582.300	671.338
2073.977	2549.111	2371.479	2053.867	1835.641	1715.862	1452.038	1040.446	1132.741	676.023	301.978	0.000	677.240	1097.208	1012.588	1308.929	1860.057	2039.657	2533.199	2745.585	2806.994	2198.252	1769.564	1648.915	993.846	816.598	587.126	286.356	883.011	818.332
1478.939	2135.818	2026.147	1705.565	1541.816	1311.346	1146.952	560.784	1213.763	479.057	517.641	677.240	0.000	986.956	639.335	915.092	1501.913	1649.219	2157.332	2308.640	2363.411	1848.183	1488.798	1376.461	1159.481	991.923	798.892	720.724	693.370	153.710
1398.179	1527.568	1307.371	1005.730	765.213	764.077	441.213	608.057	341.349	524.755	811.150	1097.208	986.956	0.000	446.910	489.698	835.514	1028.514	1482.999	1737.645	1803.122	1143.724	695.783	578.821	433.370	435.220	554.717	844.917	293.587	1083.851
1124.302	1551.626	1407.792	1085.196	905.549	713.446	508.425	161.454	769.115	339.509	714.847	1012.588	639.335	446.910	0.000	301.622	882.746	1047.449	1552.812	1741.200	1801.041	1229.985	850.586	737.242	804.747	712.750	674.104	850.291	240.794	695.939
914.624	1250.019	1113.414	791.600	634.780	411.838	265.568	358.485	826.872	632.924	1008.604	1308.929	915.092	489.698	301.622	0.000	588.005	746.813	1253.499	1440.095	1500.313	935.292	589.220	489.535	919.133	882.288	909.932	1127.687	461.815	944.048
877.685	696.215	525.560	203.677	181.944	214.818	411.186	942.009	1067.298	1192.468	1558.361	1860.057	1501.913	835.514	882.746	588.005	0.000	193.566	674.091	903.324	968.332	347.495	219.953	284.427	1221.864	1267.470	1378.404	1644.452	978.062	1521.288
817.514	509.838	391.757	142.128	330.803	338.140	599.175	1088.968	1258.176	1367.654	1737.680	2039.657	1649.219	1028.514	1047.449	746.813	193.566	0.000	508.323	712.859	777.187	226.758	389.182	473.477	1414.424	1460.944	1568.878	1830.605	1160.657	1655.747
1127.924	158.882	190.629	480.644	719.153	846.463	1081.519	1597.254	1656.466	1866.539	2231.759	2533.199	2157.332	1482.999	1552.812	1253.499	674.091	508.323	0.000	329.280	391.703	339.321	789.167	904.207	1825.284	1901.089	2035.780	2311.660	1650.415	2160.991
1082.873	215.243	511.189	740.201	992.344	1029.961	1312.032	1759.048	1942.363	2070.567	2443.870	2745.585	2308.640	1737.645	1741.200	1440.095	903.324	712.859	329.280	0.000	66.995	619.820	1061.423	1167.031	2106.460	2166.619	2281.447	2542.517	1870.968	2291.800
1111.833	282.235	576.068	806.866	1059.111	1091.133	1376.283	1815.927	2009.206	2131.604	2505.422	2806.994	2363.411	1803.122	1801.041	1500.313	968.332	777.187	391.703	66.995	0.000	686.806	1128.124	1233.322	2173.142	2232.570	2346.043	2605.780	1933.755	2343.923
1015.142	404.707	178.123	145.250	380.938	543.180	746.368	1287.689	1325.819	1535.563	1897.368	2198.252	1848.183	1143.724	1229.985	935.292	347.495	226.758	339.321	619.820	686.806	0.000	451.009	564.988	1492.402	1563.310	1696.490	1973.446	1315.257	1863.463
1079.457	847.152	611.590	321.282	70.074	351.555	342.166	944.287	881.865	1123.678	1471.677	1769.564	1488.798	695.783	850.586	589.220	219.953	389.182	789.167	1061.423	1128.124	451.009	0.000	120.683	1045.040	1112.307	1250.210	1533.719	891.596	1530.112
1083.568	954.271	729.625	428.914	187.750	339.227	230.809	838.606	784.767	1003.944	1350.998	1648.915	1376.461	578.821	737.242	489.535	284.427	473.477	904.207	1167.031	1233.322	564.988	120.683	0.000	942.799	1000.752	1132.386	1414.003	771.101	1422.817
1831.009	1892.115	1639.407	1366.275	1114.279	1183.111	858.488	958.535	174.818	693.723	783.520	993.846	1159.481	433.370	804.747	919.133	1221.864	1414.424	1825.284	2106.460	2173.142	1492.402	1045.040	942.799	0.000	183.452	419.263	707.580	573.566	1291.255
1795.077	1954.727	1719.995	1429.642	1182.381	1197.823	876.246	854.672	319.438	541.186	600.081	816.598	991.923	435.220	712.750	882.288	1267.470	1460.944	1901.089	2166.619	2232.570	1563.310	1112.307	1000.752	183.452	0.000	236.195	531.435	472.100	1128.940
1796.217	2074.214	1861.699	1556.717	1319.420	1275.468	970.164	786.202	546.289	404.994	365.818	587.126	798.892	554.717	674.104	909.932	1378.404	1568.878	2035.780	2281.447	2346.043	1696.490	1250.210	1132.386	419.263	236.195	0.000	307.353	450.769	944.696
1961.552	2339.775	2142.766	1831.038	1601.753	1520.085	1233.267	918.305	849.192	516.876	203.827	286.356	720.724	844.917	850.291	1127.687	1644.452	1830.605	2311.660	2542.517	2605.780	1973.446	1533.719	1414.003	707.580	531.435	307.353	0.000	673.393	874.317
1348.435	1670.473	1488.836	1170.862	955.981	846.692	569.043	386.300	563.014	241.469	582.300	883.011	693.370	293.587	240.794	461.815	978.062	1160.657	1650.415	1870.968	1933.755	1315.257	891.596	771.101	573.566	472.100	450.769	673.393	0.000	792.813
1408.643	2128.263	2040.280	1723.724	1578.446	1321.102	1192.016	586.104	1333.713	600.258	671.338	818.332	153.710	1083.851	695.939	944.048	1521.288	1655.747	2160.991	2291.800	2343.923	1863.463	1530.112	1422.817	1291.255	1128.940	944.696	874.317	792.813	0.000
EOF
