%randomly generated instance
%vessels
3
100	25000	0.23
200	30000	0.28
300	35000	0.33
%ports
30
1	ContinentalPort	CP	0	0
2	Port2	RP	7	5
3	Port3	RP	28	65
4	Port4	RP	8	28
5	Port5	RP	1	13
6	Port6	RP	32	16
7	Port7	RP	27	54
8	Port8	RP	72	8
9	Port9	RP	70	6
10	Port10	RP	1	2
11	Port11	RP	11	10
12	Port12	RP	60	31
13	Port13	RP	23	74
14	Port14	RP	7	11
15	Port15	RP	52	22
16	Port16	RP	53	16
17	Port17	RP	2	25
18	Port18	RP	59	28
19	Port19	RP	64	11
20	Port20	RP	8	56
21	Port21	RP	33	14
22	Port22	RP	12	7
23	Port23	RP	23	56
24	Port24	RP	32	67
25	Port25	RP	34	10
26	Port26	RP	9	52
27	Port27	RP	1	61
28	Port28	RP	68	22
29	Port29	RP	41	6
30	Port30	RP	67	10
%distance table
0.000	161.503	266.467	250.587	326.988	404.277	518.595	628.557	734.088	788.140	832.461	930.418	1054.479	1392.224	1490.575	1590.860	1705.284	1893.683	1930.896	1874.367	1751.441	1632.780	1473.847	1376.393	1271.892	941.942	758.332	636.330	553.879	301.044
161.503	0.000	321.723	194.411	259.819	348.562	516.814	654.947	654.090	762.138	828.776	926.886	1032.210	1396.607	1494.701	1582.565	1693.651	1867.804	1879.645	1808.900	1674.918	1540.107	1354.333	1262.090	1160.795	806.088	610.037	490.544	412.278	142.098
266.467	321.723	0.000	191.776	222.835	243.758	267.640	362.394	555.422	544.037	573.350	670.189	802.691	1127.587	1225.834	1329.373	1444.733	1639.063	1693.292	1650.233	1540.495	1444.560	1335.431	1229.387	1121.171	860.572	728.858	609.768	525.450	392.514
250.587	194.411	191.776	0.000	76.507	159.575	324.959	470.451	484.335	568.462	634.782	732.757	838.535	1202.713	1300.724	1388.188	1499.432	1675.386	1694.873	1631.109	1504.059	1382.332	1228.555	1129.048	1023.652	713.456	555.882	433.612	347.888	211.402
326.988	259.819	222.835	76.507	0.000	88.911	280.108	435.370	407.903	504.351	579.194	676.087	774.067	1146.245	1243.800	1326.663	1436.618	1608.240	1622.099	1556.205	1428.065	1305.849	1155.356	1054.852	949.009	649.481	506.361	386.933	302.772	239.997
404.277	348.562	243.758	159.575	88.911	0.000	207.490	367.681	331.928	415.809	493.994	590.085	685.337	1059.829	1157.140	1238.424	1348.073	1519.355	1535.329	1472.214	1347.210	1231.419	1097.958	994.266	886.980	618.228	504.133	393.066	315.783	320.871
518.595	516.814	267.640	324.959	280.108	207.490	0.000	160.809	349.239	276.489	315.410	413.834	537.016	881.303	979.611	1073.905	1187.550	1375.542	1425.722	1385.307	1281.014	1198.549	1129.229	1018.153	909.471	730.637	667.991	571.446	504.256	520.087
628.557	654.947	362.394	470.451	435.370	367.681	160.809	0.000	449.621	265.283	233.845	322.136	472.883	766.406	864.451	972.494	1089.026	1292.154	1374.360	1354.776	1269.888	1216.075	1195.344	1081.619	974.927	854.714	816.279	725.947	662.162	673.926
734.088	654.090	555.422	484.335	407.903	331.928	349.239	449.621	0.000	272.408	396.652	459.298	475.495	879.786	969.506	1018.073	1116.444	1256.583	1234.178	1155.510	1021.592	899.535	785.293	676.597	567.891	411.889	435.484	394.938	378.314	576.176
788.140	762.138	544.037	568.462	504.351	415.809	276.489	265.283	272.408	0.000	124.532	194.499	270.088	651.332	747.087	822.841	932.277	1108.024	1149.257	1111.255	1014.190	951.380	940.758	826.435	721.962	675.911	703.760	647.034	609.981	730.267
832.461	828.776	573.350	634.782	579.194	493.994	315.410	233.845	396.652	124.532	0.000	98.454	239.042	567.940	665.948	758.678	872.824	1066.339	1140.549	1123.014	1044.803	1008.218	1034.836	920.608	819.574	799.796	825.764	764.042	721.532	814.602
930.418	926.886	670.189	732.757	676.087	590.085	413.834	322.136	459.298	194.499	98.454	0.000	162.377	470.259	568.068	660.491	774.981	971.365	1056.530	1049.020	982.427	964.889	1026.423	913.393	817.589	847.044	894.238	841.188	804.254	910.081
1054.479	1032.210	802.691	838.535	774.067	685.337	537.016	472.883	475.495	270.088	239.042	162.377	0.000	404.402	494.405	555.796	663.206	839.361	901.524	887.603	820.554	811.741	906.181	796.138	708.778	814.211	902.227	870.432	848.642	996.469
1392.224	1396.607	1127.587	1202.713	1146.245	1059.829	881.303	766.406	879.786	651.332	567.940	470.259	404.402	0.000	98.403	225.217	341.511	574.094	764.076	836.378	857.381	952.811	1170.910	1075.490	1012.737	1202.409	1305.214	1274.678	1250.726	1378.940
1490.575	1494.701	1225.834	1300.724	1243.800	1157.140	979.611	864.451	969.506	747.087	665.948	568.068	494.405	98.403	0.000	151.285	258.954	498.314	715.878	807.797	850.046	967.779	1211.755	1121.487	1065.996	1279.525	1390.889	1364.353	1342.782	1475.798
1590.860	1582.565	1329.373	1388.188	1326.663	1238.424	1073.905	972.494	1018.073	822.841	758.678	660.491	555.796	225.217	151.285	0.000	117.903	349.881	568.508	672.404	734.141	876.453	1154.042	1073.196	1030.877	1289.890	1422.716	1408.910	1396.067	1552.009
1705.284	1693.651	1444.733	1499.432	1436.618	1348.073	1187.550	1089.026	1116.444	932.277	872.824	774.981	663.206	341.511	258.954	117.903	0.000	241.111	495.037	624.202	714.012	881.624	1186.056	1113.626	1081.653	1367.525	1511.207	1503.625	1494.736	1659.321
1893.683	1867.804	1639.063	1675.386	1608.240	1519.355	1375.542	1292.154	1256.583	1108.024	1066.339	971.365	839.361	574.094	498.314	349.881	241.111	0.000	307.267	477.515	617.577	825.372	1172.377	1120.043	1111.290	1450.533	1618.974	1628.021	1630.265	1820.061
1930.896	1879.645	1693.292	1694.873	1622.099	1535.329	1425.722	1374.360	1234.178	1149.257	1140.549	1056.530	901.524	764.076	715.878	568.508	495.037	307.267	0.000	187.954	363.061	592.538	962.955	934.761	952.979	1340.949	1536.256	1568.159	1586.486	1810.343
1874.367	1808.900	1650.233	1631.109	1556.205	1472.214	1385.307	1354.776	1155.510	1111.255	1123.014	1049.020	887.603	836.378	807.797	672.404	624.202	477.515	187.954	0.000	186.700	417.790	791.400	774.629	806.101	1211.383	1417.774	1461.469	1488.341	1728.133
1751.441	1674.918	1540.495	1504.059	1428.065	1347.210	1281.014	1269.888	1021.592	1014.190	1044.803	982.427	820.554	857.381	850.046	734.141	714.012	617.577	363.061	186.700	0.000	231.448	604.824	589.490	626.598	1039.213	1251.420	1302.792	1335.595	1585.736
1632.780	1540.107	1444.560	1382.332	1305.849	1231.419	1198.549	1216.075	899.535	951.380	1008.218	964.889	811.741	952.811	967.779	876.453	881.624	825.372	592.538	417.790	231.448	0.000	373.699	368.080	423.152	845.329	1066.478	1131.360	1174.192	1438.534
1473.847	1354.333	1335.431	1228.555	1155.356	1097.958	1129.229	1195.344	785.293	940.758	1034.836	1026.423	906.181	1170.910	1211.755	1154.042	1186.056	1172.377	962.955	791.400	604.824	373.699	0.000	114.391	220.681	571.200	798.706	890.399	952.433	1232.781
1376.393	1262.090	1229.387	1129.048	1054.852	994.266	1018.153	1081.619	676.597	826.435	920.608	913.393	796.138	1075.490	1121.487	1073.196	1113.626	1120.043	934.761	774.629	589.490	368.080	114.391	0.000	108.815	500.676	728.308	810.685	867.137	1144.892
1271.892	1160.795	1121.171	1023.652	949.009	886.980	909.471	974.927	567.891	721.962	819.574	817.589	708.778	1012.737	1065.996	1030.877	1081.653	1111.290	952.979	806.101	626.598	423.152	220.681	108.815	0.000	422.662	646.341	720.039	771.752	1046.707
941.942	806.088	860.572	713.456	649.481	618.228	730.637	854.714	411.889	675.911	799.796	847.044	814.211	1202.409	1279.525	1289.890	1367.525	1450.533	1340.949	1211.383	1039.213	845.329	571.200	500.676	422.662	0.000	228.139	323.338	394.307	675.141
758.332	610.037	728.858	555.882	506.361	504.133	667.991	816.279	435.484	703.760	825.764	894.238	902.227	1305.214	1390.889	1422.716	1511.207	1618.974	1536.256	1417.774	1251.420	1066.478	798.706	728.308	646.341	228.139	0.000	123.126	208.562	471.490
636.330	490.544	609.768	433.612	386.933	393.066	571.446	725.947	394.938	647.034	764.042	841.188	870.432	1274.678	1364.353	1408.910	1503.625	1628.021	1568.159	1461.469	1302.792	1131.360	890.399	810.685	720.039	323.338	123.126	0.000	85.751	354.649
553.879	412.278	525.450	347.888	302.772	315.783	504.256	662.162	378.314	609.981	721.532	804.254	848.642	1250.726	1342.782	1396.067	1494.736	1630.265	1586.486	1488.341	1335.595	1174.192	952.433	867.137	771.752	394.307	208.562	85.751	0.000	281.550
301.044	142.098	392.514	211.402	239.997	320.871	520.087	673.926	576.176	730.267	814.602	910.081	996.469	1378.940	1475.798	1552.009	1659.321	1820.061	1810.343	1728.133	1585.736	1438.534	1232.781	1144.892	1046.707	675.141	471.490	354.649	281.550	0.000
EOF
