%randomly generated instance
%vessels
3
100	25000	0.23
200	30000	0.28
300	35000	0.33
%ports
60
1	ContinentalPort	CP	0	0
2	Port2	RP	8	78
3	Port3	RP	13	32
4	Port4	RP	33	58
5	Port5	RP	15	32
6	Port6	RP	18	54
7	Port7	RP	13	58
8	Port8	RP	7	15
9	Port9	RP	0	13
10	Port10	RP	60	37
11	Port11	RP	0	10
12	Port12	RP	0	2
13	Port13	RP	38	8
14	Port14	RP	8	8
15	Port15	RP	28	36
16	Port16	RP	50	15
17	Port17	RP	21	7
18	Port18	RP	36	11
19	Port19	RP	32	46
20	Port20	RP	69	4
21	Port21	RP	18	7
22	Port22	RP	0	65
23	Port23	RP	26	63
24	Port24	RP	28	1
25	Port25	RP	14	72
26	Port26	RP	6	10
27	Port27	RP	4	10
28	Port28	RP	15	16
29	Port29	RP	8	24
30	Port30	RP	18	14
31	Port31	RP	31	50
32	Port32	RP	5	3
33	Port33	RP	4	51
34	Port34	RP	6	2
35	Port35	RP	4	15
36	Port36	RP	18	82
37	Port37	RP	34	5
38	Port38	RP	5	60
39	Port39	RP	25	8
40	Port40	RP	4	48
41	Port41	RP	29	13
42	Port42	RP	60	17
43	Port43	RP	5	16
44	Port44	RP	8	8
45	Port45	RP	8	2
46	Port46	RP	50	9
47	Port47	RP	15	13
48	Port48	RP	34	5
49	Port49	RP	80	13
50	Port50	RP	2	3
51	Port51	RP	20	10
52	Port52	RP	19	6
53	Port53	RP	23	63
54	Port54	RP	17	1
55	Port55	RP	6	13
56	Port56	RP	15	32
57	Port57	RP	28	5
58	Port58	RP	1	62
59	Port59	RP	14	1
60	Port60	RP	2	86
%distance table
0.000	626.266	1607.346	2054.807	1748.751	2506.355	2140.766	1605.367	831.876	524.766	1018.583	1710.569	1275.674	1962.457	2025.805	2078.539	741.876	994.514	820.970	813.111	973.036	99.909	108.311	19.590	96.647	166.445	1192.217	1370.952	1227.704	1300.933	1312.291	1729.623	1772.309	1701.986	1621.387	1794.050	1996.253	2075.771	2084.033	2099.977	2520.005	2487.189	2156.384	1967.156	1959.353	2092.325	2007.180	1632.719	1779.324	1651.077	942.977	1087.710	1063.299	700.534	583.562	577.092	646.103	478.509	1615.956	1702.240
626.266	0.000	1147.325	1778.982	1816.048	2707.587	2397.533	2103.567	1370.948	221.471	463.100	1276.257	1139.267	1628.523	1855.268	2118.772	1308.555	1532.363	1357.420	1284.921	1513.129	692.991	526.600	628.973	688.998	684.754	1024.977	1172.251	1086.040	1218.999	1163.418	1802.024	1804.870	1808.661	1702.801	1849.382	2036.016	2095.443	2149.717	2182.879	2719.362	2705.756	2413.681	1614.908	1640.811	1999.536	1817.657	1209.267	1323.391	1234.076	412.652	508.154	522.788	75.081	43.572	123.520	225.188	227.979	2219.305	2305.613
1607.346	1147.325	0.000	805.323	1464.245	2407.086	2251.797	2494.783	1994.895	1368.778	697.008	143.909	782.674	588.059	1050.392	1631.529	2001.443	2115.806	1979.932	1819.514	2105.401	1703.175	1548.591	1598.416	1614.787	1555.756	724.808	660.968	770.103	898.381	760.806	1464.330	1392.932	1531.308	1417.471	1464.610	1568.447	1576.327	1701.612	1758.622	2413.681	2438.092	2266.059	547.953	623.534	1299.559	987.948	122.178	176.500	149.521	734.955	688.564	633.244	1113.363	1180.338	1103.417	1343.020	1371.546	2887.442	2966.810
2054.807	1778.982	805.323	0.000	1036.837	1842.794	1809.174	2393.426	2135.149	1989.291	1400.341	673.590	806.910	231.673	347.478	1047.731	2187.204	2206.559	2122.057	1937.072	2204.038	2154.447	2032.703	2040.139	2026.164	1947.066	868.034	688.646	845.685	836.451	766.991	1048.780	939.213	1143.254	1063.292	1009.205	1014.535	979.548	1133.377	1197.207	1845.452	1891.809	1820.174	290.009	185.872	619.531	283.824	686.617	715.474	657.591	1404.347	1423.662	1339.407	1769.520	1800.125	1695.715	1999.659	1976.885	2943.331	3010.561
1748.751	1816.048	1464.245	1036.837	0.000	957.290	799.423	1433.044	1424.531	1957.742	1666.685	1409.104	757.802	1175.552	726.624	331.249	1519.182	1430.790	1415.877	1240.248	1436.913	1831.872	1783.493	1729.528	1677.212	1590.869	869.295	827.947	800.381	642.472	757.527	22.252	99.538	115.594	128.406	52.817	251.293	340.601	338.896	366.953	965.722	980.235	812.541	1232.656	1128.437	556.515	772.139	1360.546	1496.300	1344.906	1617.391	1736.409	1631.602	1849.107	1812.703	1695.729	2027.486	1923.375	2067.195	2121.092
2506.355	2707.587	2407.086	1842.794	957.290	0.000	411.561	1486.912	1916.557	2818.754	2611.001	2337.975	1713.075	2033.366	1495.334	798.986	2037.238	1840.515	1914.921	1793.098	1856.716	2570.845	2567.114	2486.841	2419.188	2339.972	1821.767	1784.414	1753.464	1595.268	1714.393	962.549	1016.751	922.531	1038.861	947.561	847.453	865.018	717.669	656.047	15.226	77.105	400.213	2095.193	1982.140	1226.838	1559.569	2297.488	2419.765	2279.084	2556.233	2684.176	2579.747	2750.365	2697.299	2584.323	2904.175	2778.848	2190.396	2209.822
2140.766	2397.533	2251.797	1809.174	799.423	411.561	0.000	1088.498	1512.487	2489.096	2355.183	2204.744	1501.752	1967.391	1473.399	795.800	1634.259	1431.208	1511.558	1398.510	1447.823	2199.118	2208.781	2121.458	2050.476	1974.597	1598.344	1598.543	1533.703	1380.177	1511.853	795.068	886.566	720.876	834.431	812.865	804.743	864.904	709.055	648.795	426.784	366.391	16.148	2026.077	1918.768	1234.499	1529.936	2152.815	2293.269	2138.676	2292.650	2433.888	2331.564	2446.639	2382.842	2274.135	2582.197	2446.859	1794.770	1819.295
1605.367	2103.567	2494.783	2393.426	1433.044	1486.912	1088.498	0.000	776.480	2096.083	2276.604	2511.530	1738.510	2463.386	2134.278	1650.663	882.412	618.988	786.194	819.097	641.216	1617.208	1705.869	1590.260	1510.039	1468.212	1773.215	1879.690	1737.080	1643.275	1770.375	1413.640	1527.885	1317.886	1358.873	1479.788	1609.217	1701.844	1587.501	1550.734	1501.856	1426.326	1096.278	2507.239	2427.204	1989.512	2166.968	2437.582	2605.490	2436.450	2195.437	2363.951	2282.810	2172.956	2071.817	1996.956	2213.539	2048.002	706.473	735.322
831.876	1370.948	1994.895	2135.149	1424.531	1916.557	1512.487	776.480	0.000	1336.155	1621.201	2049.385	1351.849	2132.803	1970.713	1735.706	123.568	163.680	15.098	198.766	143.119	840.729	934.827	817.585	737.843	704.383	1336.157	1491.683	1327.813	1300.296	1391.032	1402.300	1490.720	1333.130	1305.518	1477.264	1665.981	1760.643	1706.697	1697.773	1931.506	1878.444	1526.176	2161.303	2109.687	1924.324	1980.006	1969.208	2137.782	1976.384	1537.532	1706.307	1641.287	1443.867	1335.103	1276.111	1456.020	1288.075	899.910	982.638
524.766	221.471	1368.778	1989.291	1957.742	2818.754	2489.096	2096.083	1336.155	0.000	681.690	1497.583	1318.247	1844.662	2049.952	2270.419	1257.085	1499.819	1323.891	1281.228	1479.163	564.957	416.487	533.894	608.071	631.775	1207.866	1364.581	1264.928	1387.547	1345.576	1942.206	1955.344	1939.688	1839.295	1994.574	2187.058	2251.959	2295.159	2324.102	2831.167	2811.538	2505.183	1832.623	1855.457	2180.462	2015.356	1430.200	1544.809	1454.808	633.988	720.178	742.535	264.942	191.460	294.976	121.461	48.137	2140.589	2226.845
