%randomly generated instance
%vessels
3
100	25000	0.23
200	30000	0.28
300	35000	0.33
%ports
30
1	ContinentalPort	CP	0	0
2	Port2	RP	16	18
3	Port3	RP	19	66
4	Port4	RP	0	1
5	Port5	RP	72	20
6	Port6	RP	4	91
7	Port7	RP	76	21
8	Port8	RP	48	34
9	Port9	RP	22	41
10	Port10	RP	17	12
11	Port11	RP	60	23
12	Port12	RP	70	13
13	Port13	RP	5	18
14	Port14	RP	10	68
15	Port15	RP	0	1
16	Port16	RP	72	26
17	Port17	RP	60	38
18	Port18	RP	27	44
19	Port19	RP	84	5
20	Port20	RP	10	28
21	Port21	RP	42	58
22	Port22	RP	10	5
23	Port23	RP	44	3
24	Port24	RP	2	4
25	Port25	RP	22	20
26	Port26	RP	28	47
27	Port27	RP	16	79
28	Port28	RP	6	9
29	Port29	RP	1	6
30	Port30	RP	0	12
%distance table
0.000	349.972	279.537	234.190	376.235	475.578	221.926	485.621	722.881	823.251	807.154	905.998	1075.780	1025.888	962.974	1254.806	1132.582	1133.033	1138.385	1289.016	1115.686	1064.234	944.620	956.157	1101.308	1066.648	1144.786	1024.733	771.087	570.515
349.972	0.000	85.122	491.724	572.336	697.184	560.550	822.880	1070.996	934.200	759.870	674.424	1404.227	1308.190	1119.660	908.034	788.232	908.191	1039.477	1283.367	773.933	729.356	804.866	882.754	1145.385	1298.746	1480.164	1362.359	895.613	392.360
279.537	85.122	0.000	406.860	488.616	613.098	497.394	761.574	1002.341	862.292	714.140	681.288	1348.289	1269.705	1115.601	975.528	869.720	984.151	1093.230	1319.121	836.288	786.213	864.689	929.686	1168.880	1275.602	1420.780	1301.627	821.586	452.117
234.190	491.724	406.860	0.000	149.808	241.493	323.513	528.462	695.886	601.499	657.422	869.149	1101.159	1122.406	1150.563	1340.521	1271.412	1350.351	1372.465	1516.945	1189.807	1125.923	1175.631	1190.339	1322.097	1207.201	1151.520	1029.031	546.923	789.910
376.235	572.336	488.616	149.808	0.000	125.579	467.324	646.248	774.587	451.768	539.859	816.803	1195.360	1246.140	1298.568	1355.452	1323.149	1462.464	1509.293	1664.039	1199.789	1129.204	1304.929	1329.308	1471.178	1344.602	1235.700	1114.153	397.520	908.410
475.578	697.184	613.098	241.493	125.579	0.000	521.605	654.997	738.600	394.590	576.513	905.798	1167.253	1252.406	1354.381	1471.531	1447.308	1582.288	1613.938	1751.674	1314.756	1242.186	1416.005	1431.586	1551.087	1372.257	1197.333	1078.027	336.691	1025.203
221.926	560.550	497.394	323.513	467.324	521.605	0.000	264.325	513.633	910.599	974.093	1120.867	853.856	817.996	834.115	1468.584	1325.959	1238.952	1165.960	1251.114	1332.756	1283.598	1008.026	978.380	1039.799	885.518	923.716	804.262	853.785	691.027
485.621	822.880	761.574	528.462	646.248	654.997	264.325	0.000	273.038	1046.047	1182.365	1373.670	591.306	600.369	767.308	1730.441	1575.465	1420.168	1274.503	1283.233	1596.202	1547.779	1158.091	1089.938	1052.879	723.629	659.395	540.082	987.973	902.218
722.881	1070.996	1002.341	695.886	774.587	738.600	513.633	273.038	0.000	1095.224	1309.137	1564.916	429.990	593.524	930.611	1977.661	1838.819	1690.679	1524.575	1494.762	1837.908	1784.170	1422.922	1343.385	1258.682	792.332	461.218	340.242	1039.523	1175.038
823.251	934.200	862.292	601.499	451.768	394.590	910.599	1046.047	1095.224	0.000	389.086	836.312	1523.996	1638.702	1744.709	1508.428	1570.949	1841.796	1938.470	2112.093	1350.239	1267.670	1721.088	1763.460	1922.400	1766.127	1539.839	1425.912	58.099	1311.806
807.154	759.870	714.140	657.422	539.859	576.513	974.093	1182.365	1309.137	389.086	0.000	453.793	1733.690	1779.476	1769.619	1143.669	1249.122	1623.217	1799.047	2032.568	988.428	903.927	1561.574	1641.598	1873.912	1859.152	1769.961	1649.379	402.406	1151.216
905.998	674.424	681.288	869.149	816.803	905.798	1120.867	1373.670	1564.916	836.312	453.793	0.000	1961.625	1931.580	1793.117	699.426	857.445	1354.834	1623.055	1918.705	549.976	464.999	1374.534	1497.172	1805.260	1954.661	2017.952	1895.507	839.732	1003.055
1075.780	1404.227	1348.289	1101.159	1195.360	1167.253	853.856	591.306	429.990	1523.996	1733.690	1961.625	0.000	340.666	854.747	2306.273	2124.115	1852.166	1591.801	1458.029	2177.650	2132.952	1555.724	1432.034	1226.065	589.788	107.514	113.719	1468.695	1409.325
