%randomly generated instance
%vessels
3
100	25000	0.23
200	30000	0.28
300	35000	0.33
%ports
40
1	ContinentalPort	CP	0	0
2	Port2	RP	23	13
3	Port3	RP	24	17
4	Port4	RP	37	25
5	Port5	RP	63	11
6	Port6	RP	25	55
7	Port7	RP	63	4
8	Port8	RP	31	12
9	Port9	RP	50	6
10	Port10	RP	41	13
11	Port11	RP	0	5
12	Port12	RP	22	20
13	Port13	RP	48	30
14	Port14	RP	24	30
15	Port15	RP	45	17
16	Port16	RP	6	18
17	Port17	RP	35	50
18	Port18	RP	41	46
19	Port19	RP	26	28
20	Port20	RP	53	37
21	Port21	RP	14	62
22	Port22	RP	39	8
23	Port23	RP	26	70
24	Port24	RP	0	23
25	Port25	RP	37	34
26	Port26	RP	22	33
27	Port27	RP	58	7
28	Port28	RP	25	12
29	Port29	RP	41	5
30	Port30	RP	39	25
31	Port31	RP	4	10
32	Port32	RP	19	10
33	Port33	RP	11	5
34	Port34	RP	29	6
35	Port35	RP	11	13
36	Port36	RP	6	28
37	Port37	RP	36	13
38	Port38	RP	8	4
39	Port39	RP	15	34
40	Port40	RP	27	8
%distance table
0.000	518.089	1248.777	664.774	344.817	259.842	1094.064	896.137	691.841	838.101	693.892	569.101	278.242	384.575	446.542	376.831	570.520	625.656	494.464	373.842	427.286	1022.398	936.157	980.647	1135.954	1200.734	1223.931	1121.096	1002.252	840.448	754.943	812.453	1018.913	773.404	917.706	987.623	859.230	918.243	927.880	914.450
518.089	0.000	1101.239	1090.131	821.777	271.052	904.163	978.544	1066.052	1245.934	1143.211	1020.432	756.663	887.248	927.102	814.735	63.699	159.216	35.562	144.893	130.722	780.270	654.407	749.990	890.356	990.845	1035.742	943.577	984.769	894.660	932.508	1001.209	1066.626	1021.349	579.406	555.022	466.734	533.994	498.689	508.665
1248.777	1101.239	0.000	1223.712	1248.982	1205.617	203.326	527.035	1099.069	1249.195	1309.642	1259.814	1232.443	1350.316	1298.232	1166.952	1136.845	970.514	1077.324	1131.829	1196.468	346.421	477.774	362.897	277.516	166.207	105.936	160.966	332.062	506.654	712.494	725.211	440.540	838.044	587.330	764.305	720.078	675.166	770.282	721.821
664.774	1090.131	1223.712	0.000	330.177	893.657	1164.660	703.634	133.314	175.102	86.027	113.209	391.043	353.466	254.934	289.550	1152.819	1129.413	1056.970	968.280	1045.094	1176.574	1162.917	1135.957	1260.531	1265.110	1255.714	1168.551	893.744	717.853	511.838	511.339	817.152	400.866	1210.360	1366.721	1225.293	1259.155	1315.599	1279.447
344.817	821.777	1248.982	330.177	0.000	592.343	1138.875	787.464	389.304	505.261	349.973	226.541	67.339	102.104	105.575	89.150	881.092	893.523	792.016	686.372	754.278	1109.441	1059.328	1066.298	1211.729	1246.653	1253.339	1154.654	945.942	763.359	603.503	639.539	914.988	560.733	1076.897	1197.146	1057.260	1104.415	1140.356	1113.894
259.842	271.052	1205.617	893.657	592.343	0.000	1025.554	958.085	896.579	1061.305	933.906	808.492	525.065	642.686	697.114	605.492	316.587	404.485	254.694	128.971	167.645	925.536	816.508	887.946	1040.814	1125.142	1159.786	1059.587	1017.291	885.459	860.304	926.020	1067.548	916.197	769.726	794.814	682.839	747.898	735.547	733.422
1094.064	904.163	203.326	1164.660	1138.875	1025.554	0.000	515.378	1050.039	1218.007	1250.169	1183.326	1113.253	1240.967	1200.965	1062.988	937.404	769.588	881.688	943.552	1004.224	145.375	274.895	159.631	119.418	108.456	134.310	42.887	338.203	463.006	670.903	702.199	474.699	808.499	385.863	570.267	517.633	475.129	571.556	521.990
896.137	978.544	527.035	703.634	787.464	958.085	515.378	0.000	575.443	722.295	788.897	752.316	789.193	882.921	814.128	699.173	1034.823	911.932	944.880	938.767	1022.102	584.111	636.391	555.012	629.949	598.950	575.608	505.241	195.301	88.021	194.560	198.180	127.944	311.168	731.209	932.077	815.695	813.326	902.771	852.558
691.841	1066.052	1099.069	133.314	389.304	896.579	1050.039	575.443	0.000	190.013	215.336	219.594	438.077	440.614	343.189	322.119	1129.637	1086.871	1031.561	955.369	1036.666	1071.719	1068.525	1032.329	1150.132	1147.992	1135.548	1051.384	767.731	595.696	386.768	380.642	686.211	268.879	1124.710	1291.660	1151.673	1180.122	1243.377	1204.066
838.101	1245.934	1249.195	175.102	505.261	1061.305	1218.007	722.295	190.013	0.000	185.225	283.952	565.910	522.957	426.148	461.530	1309.233	1273.364	1211.953	1129.611	1208.632	1249.453	1252.784	1211.156	1322.498	1312.009	1294.706	1215.863	917.576	756.661	547.222	524.305	819.423	412.470	1312.178	1481.143	1341.377	1369.076	1433.166	1393.555
693.892	1143.211	1309.642	86.027	349.973	933.906	1250.169	788.897	215.336	185.225	0.000	125.475	415.731	348.061	256.670	330.136	1205.119	1191.102	1110.899	1016.449	1090.343	1260.346	1244.063	1219.486	1345.362	1350.878	1341.700	1254.340	979.489	803.867	597.588	595.568	901.315	484.192	1288.784	1441.198	1299.515	1335.259	1389.111	1354.203
569.101	1020.432	1259.814	113.209	226.541	808.492	1183.326	752.316	219.594	283.952	125.475	0.000	291.281	240.438	142.419	205.911	1081.987	1073.000	988.504	892.198	965.427	1181.335	1154.974	1139.469	1272.247	1287.077	1282.961	1191.235	935.202	753.962	557.758	570.047	872.456	466.571	1192.336	1336.760	1194.982	1233.899	1283.255	1250.416
278.242	756.663	1232.443	391.043	67.339	525.065	1113.253	789.193	438.077	565.910	415.731	291.281	0.000	142.629	172.292	117.666	815.505	832.288	727.362	620.217	687.344	1076.100	1019.543	1032.880	1181.022	1221.520	1231.296	1131.212	938.285	757.827	612.233	654.245	917.137	584.497	1031.486	1144.790	1005.917	1055.062	1087.343	1062.637
384.575	887.248	1350.316	353.466	102.104	642.686	1240.967	882.921	440.614	522.957	348.061	240.438	142.629	0.000	99.125	184.953	944.238	970.381	859.410	747.274	808.795	1210.600	1158.399	1167.428	1313.398	1348.755	1355.355	1256.741	1045.112	862.050	695.787	727.527	1009.908	641.783	1172.968	1287.392	1148.544	1197.531	1229.891	1205.263
446.542	927.102	1298.232	254.934	105.575	697.114	1200.965	814.128	343.189	426.148	256.670	142.419	172.292	99.125	0.000	142.215	986.568	996.406	897.151	791.947	859.631	1181.610	1139.589	1138.745	1280.147	1307.628	1310.136	1213.774	984.586	800.955	622.867	648.700	939.521	556.852	1163.669	1291.331	1150.606	1195.525	1235.315	1207.044
376.831	814.735	1166.952	289.550	89.150	605.492	1062.988	699.173	322.119	461.530	330.136	205.911	117.666	184.953	142.215	0.000	876.157	871.406	783.006	686.406	760.326	1040.353	997.373	997.410	1139.920	1170.193	1174.670	1077.120	860.174	677.098	514.432	550.547	826.531	473.512	1022.205	1153.177	1012.013	1055.612	1097.805	1068.266
570.520	63.699	1136.845	1152.819	881.092	316.587	937.404	1034.823	1129.637	1309.233	1205.119	1081.987	815.505	944.238	986.568	876.157	0.000	171.746	98.892	197.361	157.682	808.824	680.028	780.850	916.294	1020.186	1067.277	977.724	1034.237	950.135	993.464	1062.171	1120.003	1083.935	597.176	550.494	476.693	543.260	497.026	513.361
625.656	159.216	970.514	1129.413	893.523	404.485	769.588	911.932	1086.871	1273.364	1191.102	1073.000	832.288	970.381	996.406	871.406	171.746	0.000	156.639	276.678	288.049	638.540	508.891	611.820	745.021	849.979	898.130	810.506	889.744	824.872	897.052	964.994	985.841	1002.358	425.732	397.771	308.399	375.554	340.513	349.455
