%randomly generated instance
%vessels
3
100	25000	0.23
200	30000	0.28
300	35000	0.33
%ports
40
1	ContinentalPort	CP	0	0
2	Port2	RP	13	77
3	Port3	RP	3	17
4	Port4	RP	12	23
5	Port5	RP	6	7
6	Port6	RP	15	4
7	Port7	RP	19	18
8	Port8	RP	46	10
9	Port9	RP	2	43
10	Port10	RP	14	17
11	Port11	RP	17	26
12	Port12	RP	0	50
13	Port13	RP	3	4
14	Port14	RP	19	26
15	Port15	RP	65	20
16	Port16	RP	26	34
17	Port17	RP	27	58
18	Port18	RP	12	68
19	Port19	RP	4	16
20	Port20	RP	1	8
21	Port21	RP	31	9
22	Port22	RP	2	3
23	Port23	RP	0	5
24	Port24	RP	10	14
25	Port25	RP	15	9
26	Port26	RP	10	35
27	Port27	RP	8	3
28	Port28	RP	0	87
29	Port29	RP	0	34
30	Port30	RP	5	16
31	Port31	RP	7	2
32	Port32	RP	32	3
33	Port33	RP	78	6
34	Port34	RP	23	58
35	Port35	RP	22	54
36	Port36	RP	22	17
37	Port37	RP	54	6
38	Port38	RP	37	7
39	Port39	RP	0	4
40	Port40	RP	8	60
%distance table
0.000	849.447	1536.192	808.752	110.252	81.464	137.215	102.068	781.689	931.339	962.086	925.331	1457.139	1539.348	1388.114	1475.910	1551.717	915.859	769.857	721.099	809.769	305.524	428.119	347.656	433.764	384.113	525.060	494.723	377.441	1169.487	1183.789	1241.461	1290.159	1298.913	1285.725	1226.734	1174.725	1113.116	1048.405	703.250
849.447	0.000	989.980	979.919	799.948	906.319	799.915	753.047	79.761	82.864	156.540	83.096	846.064	965.462	871.676	1015.451	1031.482	914.530	941.408	1001.240	1015.794	783.826	911.046	841.740	847.105	503.708	338.352	395.121	482.566	423.877	461.106	508.007	596.145	938.897	959.541	925.311	937.410	919.024	930.836	771.831
1536.192	989.980	0.000	1002.244	1435.821	1616.160	1567.771	1479.093	1055.112	948.366	843.955	929.679	168.260	54.277	148.459	155.217	57.297	816.944	1001.945	1114.977	1041.373	1283.664	1287.750	1291.834	1226.902	1358.022	1219.670	1290.233	1305.664	598.816	552.442	528.334	427.467	339.017	384.181	430.575	517.444	580.160	675.713	925.217
808.752	979.919	1002.244	0.000	701.497	883.395	913.702	815.911	972.410	1022.567	966.727	1001.828	1009.022	1030.980	869.255	881.613	990.297	185.947	44.062	121.767	43.153	505.190	399.060	462.967	375.867	906.394	889.932	931.962	847.138	987.025	966.894	1011.687	992.678	675.325	639.735	582.596	500.668	431.701	337.161	208.390
110.252	799.948	1435.821	701.497	0.000	190.640	219.269	133.721	738.034	879.879	900.142	871.518	1362.027	1440.703	1287.477	1371.562	1449.722	805.710	661.944	617.750	704.148	196.675	330.603	244.316	328.470	379.599	494.839	478.923	355.411	1092.750	1103.948	1161.661	1204.989	1192.105	1177.967	1118.728	1065.579	1003.560	938.256	593.028
81.464	906.319	1616.160	883.395	190.640	0.000	130.571	154.608	835.753	988.847	1025.168	984.175	1535.237	1618.734	1468.197	1556.973	1632.177	994.901	845.322	791.980	882.650	383.237	496.024	420.628	507.571	422.537	574.684	536.536	426.426	1239.587	1255.373	1312.940	1364.109	1380.352	1367.185	1308.180	1255.948	1194.139	1128.733	783.357
137.215	799.915	1567.771	913.702	219.269	130.571	0.000	99.710	726.287	882.778	927.362	879.994	1475.765	1566.240	1421.255	1520.074	1587.934	1003.953	872.823	835.029	919.004	409.855	549.856	462.823	545.237	303.081	462.975	417.795	317.521	1154.759	1174.208	1231.228	1289.230	1353.430	1344.701	1287.292	1242.378	1184.323	1127.253	786.755
102.068	753.047	1479.093	815.911	133.721	154.608	99.710	0.000	683.641	835.386	870.578	830.294	1391.888	1479.243	1331.904	1427.352	1497.707	904.256	774.680	740.096	822.293	314.077	460.480	370.626	450.620	282.088	424.822	392.786	276.679	1086.421	1103.116	1160.574	1213.900	1257.891	1248.183	1190.415	1144.244	1085.666	1027.828	687.050
781.689	79.761	1055.112	972.410	738.034	835.753	726.287	683.641	0.000	159.852	233.941	162.687	915.283	1032.748	932.391	1073.030	1094.779	921.905	932.257	984.073	1006.257	736.780	871.730	797.606	810.199	427.465	263.382	317.170	409.984	499.876	535.435	583.995	669.722	985.073	1002.694	965.016	970.660	947.098	951.140	764.169
931.339	82.864	948.366	1022.567	879.879	988.847	882.778	835.386	159.852	0.000	104.984	23.047	798.086	920.340	837.711	985.366	992.645	943.927	985.692	1051.927	1060.016	856.410	978.440	912.409	913.138	586.244	421.078	476.889	565.412	364.777	405.820	447.925	541.118	924.906	949.272	919.560	939.264	926.909	947.069	816.019
