%randomly generated instance
%vessels
3
100	25000	0.23
200	30000	0.28
300	35000	0.33
%ports
50
1	ContinentalPort	CP	0	0
2	Port2	RP	0	27
3	Port3	RP	73	22
4	Port4	RP	58	20
5	Port5	RP	18	6
6	Port6	RP	26	23
7	Port7	RP	9	55
8	Port8	RP	1	4
9	Port9	RP	4	9
10	Port10	RP	6	4
11	Port11	RP	12	26
12	Port12	RP	11	11
13	Port13	RP	0	40
14	Port14	RP	60	26
15	Port15	RP	8	8
16	Port16	RP	20	13
17	Port17	RP	0	23
18	Port18	RP	1	32
19	Port19	RP	19	13
20	Port20	RP	43	22
21	Port21	RP	19	35
22	Port22	RP	57	15
23	Port23	RP	16	42
24	Port24	RP	19	50
25	Port25	RP	24	12
26	Port26	RP	77	16
27	Port27	RP	12	2
28	Port28	RP	8	19
29	Port29	RP	27	2
30	Port30	RP	37	30
31	Port31	RP	13	2
32	Port32	RP	29	33
33	Port33	RP	23	20
34	Port34	RP	1	3
35	Port35	RP	14	61
36	Port36	RP	55	26
37	Port37	RP	0	1
38	Port38	RP	17	32
39	Port39	RP	78	21
40	Port40	RP	10	29
41	Port41	RP	35	51
42	Port42	RP	12	43
43	Port43	RP	13	36
44	Port44	RP	53	3
45	Port45	RP	18	5
46	Port46	RP	2	7
47	Port47	RP	33	27
48	Port48	RP	51	48
49	Port49	RP	4	15
50	Port50	RP	19	13
%distance table
0.000	834.768	1231.585	1607.595	1922.875	2050.274	1875.865	1704.659	1170.425	1048.944	170.280	530.756	748.295	332.200	756.867	920.391	1304.085	1343.610	1404.981	1807.024	1804.225	2049.625	1962.592	1764.081	1510.931	1133.867	1219.155	1250.342	1276.981	748.987	708.124	707.850	520.304	471.596	604.889	189.528	102.824	932.805	1087.828	958.663	985.511	1111.885	1141.395	1331.632	839.456	1300.331	1861.141	1901.304	2032.199	1839.594
834.768	0.000	438.633	872.410	1189.738	1410.540	1395.647	1449.286	969.500	1077.505	781.350	816.973	917.325	502.579	92.913	213.601	470.768	521.062	650.424	1052.348	1093.297	1372.881	1452.384	1414.815	1375.540	958.952	973.561	1058.376	1162.679	896.532	891.055	958.937	867.563	762.169	894.914	824.258	830.920	404.677	506.210	423.472	474.871	631.997	575.105	736.926	37.357	471.413	1118.733	1166.299	1404.619	1393.603
1231.585	438.633	0.000	442.964	754.946	1005.533	1077.807	1260.687	905.630	1119.234	1143.754	1059.543	1074.877	907.604	488.837	313.969	202.337	150.908	221.925	614.558	667.198	953.276	1112.900	1173.938	1267.260	914.724	879.450	976.325	1104.124	1050.597	1063.500	1141.561	1117.110	1027.611	1113.010	1179.354	1206.848	411.008	353.188	401.639	426.137	495.531	387.444	441.641	417.240	159.192	682.571	731.307	1005.456	1096.403
1607.595	872.410	442.964	0.000	319.919	575.477	755.876	1082.707	926.822	1205.563	1494.209	1324.314	1269.921	1301.590	907.532	704.463	547.242	446.026	222.550	202.879	224.475	512.198	758.918	942.236	1180.079	954.032	874.701	963.157	1093.082	1245.942	1272.270	1349.507	1381.617	1312.987	1352.975	1522.221	1565.581	685.258	540.805	661.982	650.238	595.354	509.861	372.177	846.274	507.332	253.906	297.111	581.508	800.402
1922.875	1189.738	754.946	319.919	0.000	364.134	716.907	1147.315	1134.807	1427.155	1804.654	1612.950	1535.505	1620.296	1227.130	1024.339	825.395	728.877	539.570	151.925	133.386	255.488	675.789	974.437	1304.166	1168.712	1074.244	1149.878	1270.678	1512.373	1542.913	1617.764	1669.126	1608.131	1632.776	1830.696	1877.500	994.079	843.450	969.506	951.705	870.297	801.974	632.203	1164.583	792.130	75.588	23.776	389.485	785.521
2050.274	1410.540	1005.533	575.477	364.134	0.000	441.009	920.860	1075.590	1366.271	1912.051	1662.317	1540.604	1777.660	1427.812	1216.859	1122.571	1021.455	785.009	495.500	363.591	123.420	365.324	731.944	1128.480	1115.742	1009.558	1061.122	1160.470	1520.048	1557.209	1624.515	1714.000	1673.495	1661.961	1930.033	1989.462	1126.929	971.753	1100.126	1067.363	940.777	912.135	720.585	1379.792	1082.786	424.868	379.912	39.813	521.632
1875.865	1395.647	1077.807	755.876	716.907	441.009	0.000	483.783	762.242	1027.318	1719.738	1417.207	1255.782	1652.898	1383.819	1182.993	1248.752	1151.785	892.095	791.575	637.772	550.378	103.967	293.292	710.341	804.515	698.534	719.037	789.997	1239.086	1280.890	1336.801	1461.340	1445.305	1395.382	1727.599	1799.184	1028.914	894.105	1003.292	957.248	799.157	824.840	661.888	1359.793	1202.914	746.194	721.486	401.213	81.722
1704.659	1449.286	1260.687	1082.707	1147.315	920.860	483.783	0.000	540.594	700.396	1536.186	1188.769	987.205	1557.039	1407.070	1243.632	1458.573	1376.651	1137.451	1183.916	1041.161	1022.531	577.757	190.656	262.350	573.508	504.875	455.416	443.942	978.077	1022.080	1055.873	1218.669	1237.133	1139.232	1530.790	1613.024	1044.875	963.531	1025.889	974.515	821.634	902.385	824.001	1411.995	1412.485	1157.723	1145.978	881.368	402.063
1170.425	969.500	905.630	926.822	1134.807	1075.590	762.242	540.594	0.000	294.667	1003.988	670.547	494.333	1017.738	911.592	784.270	1105.915	1048.756	870.818	1099.730	1002.820	1129.876	862.197	597.320	407.715	42.281	66.250	91.527	200.735	478.672	521.386	574.680	709.039	710.180	637.815	1002.696	1082.152	575.904	555.698	564.876	518.026	410.103	519.281	561.325	933.542	1064.583	1109.525	1122.669	1044.197	707.043
1048.944	1077.505	1119.234	1205.563	1427.155	1366.271	1027.318	700.396	294.667	0.000	878.879	518.278	302.054	980.581	1001.679	929.737	1310.567	1268.726	1123.921	1385.745	1294.613	1423.695	1130.206	815.322	471.296	258.604	359.032	309.874	257.625	299.956	341.381	360.074	536.229	579.591	452.522	864.119	950.321	734.204	768.404	733.112	697.625	642.011	751.277	834.251	1045.607	1273.685	1399.338	1414.390	1333.860	963.182
