%randomly generated instance
%vessels
3
100	25000	0.23
200	30000	0.28
300	35000	0.33
%ports
50
1	ContinentalPort	CP	0	0
2	Port2	RP	73	23
3	Port3	RP	9	60
4	Port4	RP	49	43
5	Port5	RP	3	30
6	Port6	RP	3	10
7	Port7	RP	37	18
8	Port8	RP	28	55
9	Port9	RP	0	1
10	Port10	RP	29	12
11	Port11	RP	17	6
12	Port12	RP	42	10
13	Port13	RP	4	18
14	Port14	RP	2	81
15	Port15	RP	31	12
16	Port16	RP	1	77
17	Port17	RP	44	2
18	Port18	RP	28	48
19	Port19	RP	72	22
20	Port20	RP	4	9
21	Port21	RP	4	44
22	Port22	RP	30	19
23	Port23	RP	50	33
24	Port24	RP	22	73
25	Port25	RP	24	38
26	Port26	RP	6	4
27	Port27	RP	54	32
28	Port28	RP	7	2
29	Port29	RP	26	58
30	Port30	RP	12	61
31	Port31	RP	17	63
32	Port32	RP	30	39
33	Port33	RP	75	20
34	Port34	RP	48	10
35	Port35	RP	34	15
36	Port36	RP	12	78
37	Port37	RP	25	6
38	Port38	RP	53	31
39	Port39	RP	48	46
40	Port40	RP	38	24
41	Port41	RP	18	42
42	Port42	RP	8	48
43	Port43	RP	19	16
44	Port44	RP	88	7
45	Port45	RP	45	6
46	Port46	RP	22	55
47	Port47	RP	8	20
48	Port48	RP	5	8
49	Port49	RP	2	3
50	Port50	RP	36	3
%distance table
0.000	1623.856	1607.597	1581.781	1557.621	1487.091	1450.685	1535.054	1248.604	1620.980	1557.753	1460.786	1438.272	1494.066	1201.072	1235.536	1246.169	1360.635	1384.877	1071.730	912.506	997.822	979.373	873.959	863.158	962.412	1015.924	1047.207	1080.676	1243.732	1354.172	1470.472	1424.864	1170.759	889.914	1118.833	1162.012	1089.430	1073.135	1150.630	1436.111	1561.017	117.043	190.154	648.468	610.830	572.967	822.748	796.420	914.940
1623.856	0.000	190.176	349.145	547.456	797.634	2091.015	2256.076	2135.824	2456.748	2448.141	2431.078	2462.991	2668.128	2814.173	2859.335	2865.161	2972.049	2973.319	2118.651	1761.795	1589.660	1480.568	1261.993	1090.934	781.872	810.349	1045.424	1220.705	1409.955	1515.917	1601.897	1527.807	1266.788	892.778	1231.166	1347.255	1420.380	1476.122	1281.866	504.935	523.962	1527.979	1709.767	1017.545	1070.579	1068.743	2200.306	2201.475	2307.414
1607.597	190.176	0.000	160.446	360.412	616.982	1944.644	2111.401	2008.726	2316.577	2312.758	2303.188	2339.444	2555.434	2779.033	2839.310	2853.766	2966.624	2978.942	2195.314	1843.470	1687.048	1579.222	1350.585	1173.464	852.968	900.448	1154.643	1335.025	1537.954	1650.814	1743.660	1668.556	1390.742	962.922	1088.212	1200.587	1281.684	1339.847	1135.729	336.478	336.635	1504.322	1673.653	973.968	1022.850	1037.815	2123.444	2128.306	2229.576
1581.781	349.145	160.446	0.000	200.199	459.972	1808.807	1976.469	1887.665	2184.621	2184.442	2180.668	2220.221	2444.203	2730.244	2802.900	2824.521	2942.011	2963.571	2243.541	1898.091	1756.111	1650.236	1415.626	1236.117	914.010	974.867	1239.144	1421.431	1634.022	1752.060	1850.403	1774.785	1484.590	1020.035	959.233	1067.551	1154.732	1214.511	1003.619	200.535	176.350	1473.412	1630.338	935.756	979.673	1008.911	2042.782	2050.679	2147.614
1557.621	547.456	360.412	200.199	0.000	264.732	1637.225	1805.578	1735.336	2017.045	2021.559	2025.309	2069.017	2302.615	2667.566	2755.578	2786.145	2908.968	2942.044	2304.513	1969.348	1845.820	1743.258	1504.487	1325.122	1009.065	1082.686	1352.755	1534.743	1756.317	1879.477	1983.620	1907.848	1605.691	1107.609	803.759	904.410	999.539	1060.986	842.683	132.436	23.930	1444.398	1583.044	911.148	946.810	993.655	1942.876	1954.684	2045.352
1487.091	797.634	616.982	459.972	264.732	0.000	1384.455	1552.957	1501.050	1766.805	1775.558	1786.582	1834.341	2077.081	2532.598	2639.214	2680.873	2809.630	2857.193	2334.312	2017.359	1920.670	1824.288	1584.759	1410.303	1113.821	1200.310	1469.479	1647.029	1877.120	2005.787	2116.968	2041.808	1727.232	1198.577	578.830	666.451	769.753	832.135	609.011	300.613	288.143	1370.441	1481.382	867.827	889.691	957.312	1768.071	1784.580	1866.663
1450.685	2091.015	1944.644	1808.807	1637.225	1384.455	0.000	168.507	303.799	384.687	408.886	465.302	537.258	815.603	1790.407	1989.285	2088.341	2231.057	2353.122	2517.601	2351.762	2394.951	2346.763	2165.731	2062.197	1933.786	2030.924	2219.291	2336.679	2552.873	2681.746	2805.377	2744.222	2435.468	1943.216	859.882	744.453	674.827	624.762	809.652	1611.208	1658.326	1381.221	1286.593	1363.452	1319.926	1404.522	967.335	1010.901	1000.107
1535.054	2256.076	2111.401	1976.469	1805.578	1552.957	168.507	0.000	302.823	218.776	256.609	341.636	420.436	695.751	1755.295	1964.100	2069.799	2211.301	2342.021	2591.139	2444.447	2500.279	2457.392	2285.000	2189.376	2075.594	2171.616	2350.992	2461.744	2673.535	2800.711	2923.931	2864.705	2560.513	2079.780	1025.070	910.836	837.195	784.726	975.829	1778.528	1826.629	1475.140	1361.744	1502.439	1456.584	1537.914	966.042	1011.377	980.810
1248.604	2135.824	2008.726	1887.665	1735.336	1501.050	303.799	302.823	0.000	381.001	336.061	295.270	333.734	585.608	1486.782	1687.102	1787.849	1930.312	2055.288	2295.496	2160.816	2228.022	2191.156	2030.695	1947.928	1864.689	1957.265	2116.640	2215.349	2419.592	2543.952	2666.243	2609.878	2313.650	1856.939	931.720	834.662	735.802	674.568	893.843	1687.130	1754.224	1196.957	1070.260	1291.820	1241.469	1314.472	671.636	716.264	697.997
1620.980	2456.748	2316.577	2184.621	2017.045	1766.805	384.687	218.776	381.001	0.000	87.261	217.369	291.153	534.352	1682.877	1902.060	2015.252	2153.931	2294.734	2653.211	2533.327	2606.321	2571.057	2411.696	2327.846	2236.141	2330.100	2495.359	2595.975	2800.593	2924.877	3047.106	2990.863	2694.340	2232.452	1228.409	1117.142	1036.506	980.824	1181.439	1985.680	2037.750	1574.381	1438.620	1661.988	1613.217	1689.299	957.210	1002.870	947.690
1557.753	2448.141	2312.758	2184.442	2021.559	1775.558	408.886	256.609	336.061	87.261	0.000	130.262	204.277	456.284	1595.616	1814.881	1928.249	2066.825	2207.958	2581.790	2469.184	2547.473	2514.871	2360.580	2281.683	2200.559	2293.284	2451.515	2547.617	2749.096	2872.129	2993.859	2938.814	2645.686	2192.926	1225.536	1117.939	1031.099	973.187	1181.133	1984.618	2041.730	1515.459	1373.407	1627.363	1577.288	1650.530	875.714	921.230	863.099
1460.786	2431.078	2303.188	2180.668	2025.309	1786.582	465.302	341.636	295.270	217.369	130.262	0.000	80.161	354.667	1465.789	1684.692	1797.987	1936.580	2077.762	2471.320	2369.328	2455.302	2426.667	2280.121	2208.758	2143.678	2234.338	2381.745	2470.970	2667.534	2788.585	2909.461	2856.228	2568.462	2130.139	1222.813	1121.804	1026.763	966.318	1182.678	1980.180	2044.615	1425.201	1273.954	1573.836	1522.006	1590.588	752.536	797.737	735.406
1438.272	2462.991	2339.444	2220.221	2069.017	1834.341	537.258	420.436	333.734	291.153	204.277	80.161	0.000	278.642	1392.770	1613.418	1728.122	1865.936	2009.094	2433.958	2342.535	2435.282	2410.046	2269.981	2204.545	2151.129	2240.212	2379.641	2463.563	2656.064	2775.414	2895.496	2843.765	2560.495	2133.479	1265.334	1168.112	1069.480	1008.130	1227.544	2019.698	2087.850	1408.788	1249.735	1584.892	1532.035	1597.167	702.714	747.139	676.919
1494.066	2668.128	2555.434	2444.203	2302.615	2077.081	815.603	695.751	585.608	534.352	456.284	354.667	278.642	0.000	1215.772	1445.249	1567.570	1699.138	1853.063	2420.705	2370.300	2486.521	2473.255	2356.051	2310.194	2292.498	2376.284	2490.506	2556.998	2734.886	2847.813	2964.530	2918.149	2651.451	2262.880	1500.995	1411.834	1307.483	1245.177	1468.070	2244.405	2320.374	1486.042	1304.370	1742.191	1687.223	1741.787	685.777	722.582	620.148
1201.072	2814.173	2779.033	2730.244	2667.566	2532.598	1790.407	1755.295	1486.782	1682.877	1595.616	1465.789	1392.770	1215.772	0.000	232.805	361.273	484.712	645.748	1588.099	1709.846	1907.611	1948.040	1951.200	2002.655	2156.777	2200.677	2177.256	2153.739	2242.492	2314.124	2404.025	2385.529	2223.894	2075.099	2016.103	1993.360	1883.986	1834.280	2018.237	2560.728	2676.099	1287.950	1105.972	1805.240	1756.305	1746.354	849.941	814.424	794.000
1235.536	2859.335	2839.310	2802.900	2755.578	2639.214	1989.285	1964.100	1687.102	1902.060	1814.881	1684.692	1613.418	1445.249	232.805	0.000	130.369	253.985	412.988	1451.620	1615.225	1825.876	1877.838	1909.132	1980.460	2165.317	2199.416	2147.432	2104.727	2170.528	2230.767	2312.350	2300.661	2167.210	2075.867	2147.159	2135.231	2029.057	1983.093	2154.567	2642.714	2762.307	1335.149	1173.793	1868.453	1823.261	1801.496	1030.790	991.054	989.227
1246.169	2865.161	2853.766	2824.521	2786.145	2680.873	2088.341	2069.799	1787.849	2015.252	1928.249	1797.987	1728.122	1567.570	361.273	130.369	0.000	143.069	285.988	1363.458	1549.113	1765.543	1823.571	1870.275	1952.233	2153.226	2181.683	2114.068	2060.955	2113.842	2167.633	2244.424	2236.449	2118.917	2059.904	2204.702	2199.136	2095.247	2051.663	2215.156	2670.160	2791.817	1351.444	1203.815	1888.770	1845.985	1817.734	1123.783	1082.209	1090.489
1360.635	2972.049	2966.624	2942.011	2908.968	2809.630	2231.057	2211.301	1930.312	2153.931	2066.825	1936.580	1865.936	1699.138	484.712	253.985	143.069	0.000	172.832	1378.296	1592.428	1814.461	1879.107	1941.746	2033.477	2247.747	2271.442	2189.961	2126.721	2165.438	2211.504	2282.168	2278.784	2179.739	2151.501	2340.635	2337.238	2234.102	2191.211	2352.159	2791.311	2914.036	1468.871	1329.514	2006.908	1965.656	1933.532	1266.813	1225.274	1232.692
1384.877	2973.319	2978.942	2963.571	2942.044	2857.193	2353.122	2342.021	2055.288	2294.734	2207.958	2077.762	2009.094	1853.063	645.748	412.988	285.988	172.832	0.000	1270.163	1512.288	1738.975	1811.023	1893.442	1998.020	2230.944	2247.182	2146.178	2069.869	2090.997	2127.973	2191.587	2193.243	2116.373	2130.643	2410.362	2414.867	2315.074	2275.334	2425.602	2820.988	2945.747	1497.660	1377.216	2033.210	1995.345	1955.562	1385.825	1342.616	1361.211
1071.730	2118.651	2195.314	2243.541	2304.513	2334.312	2517.601	2591.139	2295.496	2653.211	2581.790	2471.320	2433.958	2420.705	1588.099	1451.620	1363.458	1378.296	1270.163	0.000	359.264	568.003	670.929	859.784	1027.724	1343.156	1308.529	1100.862	959.029	892.638	894.669	938.085	952.192	966.891	1232.625	2120.264	2187.078	2131.388	2124.380	2162.489	2172.096	2298.159	1158.055	1231.400	1489.760	1486.372	1400.464	1743.263	1702.617	1800.558
912.506	1761.795	1843.470	1898.091	1969.348	2017.359	2351.762	2444.447	2160.816	2533.327	2469.184	2369.328	2342.535	2370.300	1709.846	1615.225	1549.113	1592.428	1512.288	359.264	0.000	230.114	320.832	501.009	671.685	990.506	951.453	742.288	607.304	580.261	619.262	697.200	687.431	627.269	880.936	1858.623	1937.345	1894.950	1896.451	1905.409	1837.337	1961.623	970.759	1095.910	1200.580	1206.375	1114.797	1684.653	1649.296	1759.175
997.822	1589.660	1687.048	1756.111	1845.820	1920.670	2394.951	2500.279	2228.022	2606.321	2547.473	2455.302	2435.282	2486.521	1907.611	1825.876	1765.543	1814.461	1738.975	568.003	230.114	0.000	109.297	341.517	521.289	842.280	786.606	548.364	392.914	352.024	406.560	501.472	477.948	400.619	738.884	1827.432	1916.556	1887.104	1896.161	1878.017	1715.670	1835.835	1032.114	1187.596	1154.321	1170.639	1075.851	1805.304	1773.453	1887.770
979.373	1480.568	1579.222	1650.236	1743.258	1824.288	2346.763	2457.392	2191.156	2571.057	2514.871	2426.667	2410.046	2473.255	1948.040	1877.838	1823.571	1879.107	1811.023	670.929	320.832	109.297	0.000	239.895	418.210	737.125	678.851	439.179	288.162	294.452	381.018	492.365	453.363	308.873	635.650	1751.707	1844.273	1819.784	1831.728	1803.470	1613.687	1732.823	1001.599	1169.400	1077.075	1097.127	1002.101	1797.001	1767.219	1883.397
873.959	1261.993	1350.585	1415.626	1504.487	1584.759	2165.731	2285.000	2030.695	2411.696	2360.580	2280.121	2269.981	2356.051	1951.200	1909.132	1870.275	1941.746	1893.442	859.784	501.009	341.517	239.895	0.000	179.828	501.628	452.422	256.718	208.698	388.990	516.052	639.646	579.826	296.874	397.370	1530.919	1627.803	1610.457	1626.676	1584.076	1374.555	1494.384	870.014	1058.296	857.559	883.012	788.669	1695.279	1670.113	1788.823
863.158	1090.934	1173.464	1236.117	1325.122	1410.303	2062.197	2189.376	1947.928	2327.846	2281.683	2208.758	2204.545	2310.194	2002.655	1980.460	1952.233	2033.477	1998.020	1027.724	671.685	521.289	418.210	179.828	0.000	322.328	281.283	184.234	276.823	505.785	639.286	761.786	693.777	374.902	217.642	1386.565	1488.387	1479.661	1500.708	1441.241	1195.476	1314.842	835.180	1035.519	721.357	754.070	662.891	1668.330	1647.382	1766.812
962.412	781.872	852.968	914.010	1009.065	1113.821	1933.786	2075.594	1864.689	2236.141	2200.559	2143.678	2151.129	2292.498	2156.777	2165.317	2153.226	2247.747	2230.944	1343.156	990.506	842.280	737.125	501.628	322.328	0.000	99.769	356.608	533.287	763.782	893.719	1007.932	933.725	614.592	111.102	1177.354	1289.267	1301.922	1333.940	1234.599	881.351	997.666	896.848	1101.130	574.255	623.291	554.024	1698.643	1685.836	1803.343
1015.924	810.349	900.448	974.867	1082.686	1200.310	2030.924	2171.616	1957.265	2330.100	2293.284	2234.338	2240.212	2376.284	2200.677	2199.416	2181.683	2271.442	2247.182	1308.529	951.453	786.606	678.851	452.422	281.283	99.769	0.000	270.851	452.167	677.787	805.523	917.262	842.447	527.398	126.131	1277.063	1389.036	1401.345	1432.959	1334.329	957.615	1069.934	958.821	1164.174	669.310	716.914	643.757	1772.318	1757.786	1876.030
