%randomly generated instance
%vessels
3
100	25000	0.23
200	30000	0.28
300	35000	0.33
%ports
60
1	ContinentalPort	CP	0	0
2	Port2	RP	11	33
3	Port3	RP	25	54
4	Port4	RP	2	85
5	Port5	RP	37	1
6	Port6	RP	1	18
7	Port7	RP	21	6
8	Port8	RP	1	3
9	Port9	RP	62	9
10	Port10	RP	42	39
11	Port11	RP	7	2
12	Port12	RP	8	10
13	Port13	RP	18	25
14	Port14	RP	60	14
15	Port15	RP	63	2
16	Port16	RP	14	5
17	Port17	RP	7	5
18	Port18	RP	42	15
19	Port19	RP	39	60
20	Port20	RP	0	7
21	Port21	RP	3	2
22	Port22	RP	8	23
23	Port23	RP	13	43
24	Port24	RP	72	16
25	Port25	RP	5	49
26	Port26	RP	55	15
27	Port27	RP	2	41
28	Port28	RP	22	41
29	Port29	RP	44	49
30	Port30	RP	6	17
31	Port31	RP	21	6
32	Port32	RP	1	11
33	Port33	RP	19	27
34	Port34	RP	28	52
35	Port35	RP	16	43
36	Port36	RP	61	3
37	Port37	RP	27	43
38	Port38	RP	39	19
39	Port39	RP	3	3
40	Port40	RP	47	47
41	Port41	RP	44	11
42	Port42	RP	90	7
43	Port43	RP	1	1
44	Port44	RP	26	22
45	Port45	RP	58	10
46	Port46	RP	54	25
47	Port47	RP	0	18
48	Port48	RP	4	29
49	Port49	RP	41	23
50	Port50	RP	5	14
51	Port51	RP	11	22
52	Port52	RP	24	5
53	Port53	RP	48	16
54	Port54	RP	4	58
55	Port55	RP	8	3
56	Port56	RP	22	3
57	Port57	RP	5	16
58	Port58	RP	91	3
59	Port59	RP	9	17
60	Port60	RP	4	66
%distance table
0.000	547.336	792.568	669.514	443.410	871.997	1129.167	1204.552	1127.540	958.759	1248.260	1438.813	1347.432	1125.977	746.901	307.238	73.326	346.811	591.865	862.064	1104.558	1271.863	1413.480	1384.025	1178.668	1001.676	1140.600	1338.728	1585.890	1925.955	2096.052	2225.596	2289.452	2071.904	2212.329	2264.530	2078.296	1844.720	1576.682	1347.499	1037.978	1102.319	1098.640	1270.399	1426.285	1731.800	2037.843	2090.739	2138.945	2229.815	2097.166	2206.167	2140.957	2290.555	2305.520	2225.170	2310.054	2196.624	2222.489	2240.369
547.336	0.000	347.247	518.081	300.955	746.172	878.116	814.084	640.332	427.315	777.767	1043.646	1074.713	1023.352	763.019	689.819	589.665	350.707	47.766	330.056	600.391	818.815	1018.331	1082.698	1075.048	1454.578	1345.863	1380.109	1537.997	1864.189	2061.315	2235.841	2345.520	2207.096	2371.453	2479.594	2368.280	2191.054	1998.718	1815.278	1497.065	1460.603	1394.655	1459.073	1498.387	1722.482	2171.298	2260.324	2264.160	2350.651	2240.571	2333.883	2252.589	2386.451	2433.735	2369.484	2436.546	2322.716	2374.785	2393.162
792.568	347.247	0.000	369.040	369.828	529.088	567.408	466.837	336.084	250.825	457.037	697.336	745.442	775.805	637.499	812.183	852.765	688.614	309.187	202.503	322.421	486.972	671.912	745.105	821.772	1528.332	1248.846	1181.745	1283.594	1592.305	1796.686	1988.156	2117.924	2025.204	2199.093	2338.311	2278.867	2147.242	2022.233	1887.689	1574.200	1458.285	1353.220	1342.648	1309.661	1479.599	1989.414	2096.898	2075.156	2157.119	2062.456	2144.559	2056.363	2178.603	2242.422	2188.664	2244.216	2132.755	2198.403	2216.636
669.514	518.081	369.040	0.000	271.364	235.603	459.677	582.475	634.655	619.744	706.549	803.346	677.930	515.745	271.220	553.488	742.085	741.584	512.025	564.083	649.998	703.511	779.308	715.890	569.068	1192.118	882.762	863.700	1025.853	1357.731	1550.370	1719.466	1827.455	1697.556	1865.873	1989.617	1914.256	1778.203	1662.097	1545.665	1238.815	1095.385	984.881	981.519	984.554	1206.237	1661.680	1758.359	1752.428	1837.763	1732.461	1822.183	1738.825	1870.365	1921.612	1860.660	1924.133	1810.805	1867.617	1885.976
443.410	300.955	369.828	271.364	0.000	505.378	713.949	761.271	703.914	583.228	814.793	995.915	929.491	784.267	474.935	448.649	511.039	470.346	315.833	496.984	691.995	833.349	970.517	957.659	837.939	1192.812	1045.315	1102.456	1288.951	1623.901	1813.227	1974.804	2072.748	1917.462	2078.817	2181.106	2067.500	1894.454	1718.525	1554.746	1237.270	1170.282	1096.428	1159.747	1215.417	1463.083	1881.793	1965.955	1976.437	2064.059	1949.778	2046.011	1967.269	2104.834	2146.155	2079.024	2149.277	2035.081	2083.136	2101.501
871.997	746.172	529.088	235.603	505.378	0.000	298.274	537.431	699.405	763.968	726.511	716.701	503.690	280.229	211.613	694.195	945.322	975.570	734.970	731.366	735.660	701.420	696.294	558.752	333.472	1204.194	756.486	653.981	792.417	1122.571	1316.542	1489.985	1605.013	1496.705	1670.063	1811.813	1771.374	1670.723	1610.857	1539.017	1250.955	1045.217	905.267	833.771	780.912	976.706	1460.882	1567.966	1547.688	1630.649	1533.657	1617.236	1530.362	1656.341	1715.598	1660.192	1717.604	1605.532	1669.565	1687.817
1129.167	878.116	567.408	459.677	713.949	298.274	0.000	314.417	576.415	737.047	545.740	436.272	218.270	305.769	506.781	983.786	1201.761	1169.692	852.059	743.198	633.439	499.180	419.226	262.874	327.682	1488.224	964.064	733.322	747.549	1034.968	1242.581	1445.447	1592.157	1553.468	1734.808	1910.861	1926.279	1869.232	1858.060	1812.553	1534.596	1302.190	1146.503	1011.930	864.106	950.357	1518.722	1646.972	1593.235	1667.876	1594.476	1660.617	1566.155	1672.584	1754.053	1714.075	1754.624	1648.311	1729.086	1746.705
1204.552	814.084	466.837	582.475	761.271	537.431	314.417	0.000	305.191	530.579	236.656	235.854	361.403	620.076	742.616	1135.010	1272.179	1151.789	775.264	573.868	372.281	185.045	210.246	325.760	640.982	1736.299	1266.451	1046.719	1031.831	1286.226	1496.085	1711.566	1871.778	1857.533	2039.910	2222.017	2240.422	2177.106	2144.970	2075.519	1783.213	1581.349	1435.652	1321.759	1176.994	1235.368	1823.247	1955.465	1894.103	1965.803	1899.303	1960.444	1864.343	1963.334	2051.824	2016.539	2051.939	1948.038	2032.937	2050.315
1127.540	640.332	336.084	634.655	703.914	699.405	576.415	305.191	0.000	257.281	142.681	467.642	665.631	865.681	870.159	1138.473	1186.210	990.979	594.238	331.506	68.752	199.195	446.130	630.251	897.488	1826.121	1455.884	1297.691	1320.090	1587.254	1797.020	2009.280	2163.910	2128.262	2308.852	2477.129	2464.788	2369.856	2288.850	2180.319	1872.713	1720.531	1595.085	1530.109	1429.335	1523.672	2093.304	2218.084	2169.168	2244.239	2168.816	2236.745	2142.512	2248.349	2330.417	2289.460	2331.015	2224.461	2303.852	2321.579
958.759	427.315	250.825	619.744	583.228	763.968	737.047	530.579	257.281	0.000	398.630	720.811	873.325	988.185	887.031	1031.717	1008.681	769.385	379.561	97.613	197.094	456.312	698.186	851.669	1029.335	1767.366	1497.427	1408.337	1480.126	1771.432	1979.483	2181.550	2322.673	2251.221	2427.700	2575.599	2525.945	2397.874	2270.244	2128.192	1812.724	1707.627	1604.029	1588.501	1538.286	1680.827	2215.611	2328.801	2298.239	2377.991	2289.653	2367.186	2276.622	2393.093	2463.810	2414.330	2465.184	2355.185	2425.623	2443.732
